"","terr_id","year","territory","final_year","extinction","count_cities"
"328","0F0027",1411,"Fürstenberg-Wolfach",1489,0,2
"329","0F0027",1412,"Fürstenberg-Wolfach",1489,0,2
"330","0F0027",1413,"Fürstenberg-Wolfach",1489,0,2
"331","0F0027",1414,"Fürstenberg-Wolfach",1489,0,2
"332","0F0027",1415,"Fürstenberg-Wolfach",1489,0,2
"333","0F0027",1416,"Fürstenberg-Wolfach",1489,0,2
"334","0F0027",1417,"Fürstenberg-Wolfach",1489,0,2
"335","0F0027",1418,"Fürstenberg-Wolfach",1489,0,2
"336","0F0027",1419,"Fürstenberg-Wolfach",1489,0,2
"337","0F0027",1420,"Fürstenberg-Wolfach",1489,0,2
"338","0F0027",1421,"Fürstenberg-Wolfach",1489,0,2
"339","0F0027",1422,"Fürstenberg-Wolfach",1489,0,2
"340","0F0027",1423,"Fürstenberg-Wolfach",1489,0,2
"341","0F0027",1424,"Fürstenberg-Wolfach",1489,0,2
"342","0F0027",1425,"Fürstenberg-Wolfach",1489,0,2
"343","0F0027",1426,"Fürstenberg-Wolfach",1489,0,2
"344","0F0027",1427,"Fürstenberg-Wolfach",1489,0,2
"345","0F0027",1428,"Fürstenberg-Wolfach",1489,0,2
"346","0F0027",1429,"Fürstenberg-Wolfach",1489,0,2
"347","0F0027",1430,"Fürstenberg-Wolfach",1489,0,2
"348","0F0027",1431,"Fürstenberg-Wolfach",1489,0,2
"349","0F0027",1432,"Fürstenberg-Wolfach",1489,0,2
"350","0F0027",1433,"Fürstenberg-Wolfach",1489,0,2
"351","0F0027",1434,"Fürstenberg-Wolfach",1489,0,2
"352","0F0027",1435,"Fürstenberg-Wolfach",1489,0,2
"353","0F0027",1436,"Fürstenberg-Wolfach",1489,0,2
"354","0F0027",1437,"Fürstenberg-Wolfach",1489,0,2
"355","0F0027",1438,"Fürstenberg-Wolfach",1489,0,2
"356","0F0027",1439,"Fürstenberg-Wolfach",1489,0,2
"357","0F0027",1440,"Fürstenberg-Wolfach",1489,0,2
"358","0F0027",1441,"Fürstenberg-Wolfach",1489,0,2
"359","0F0027",1442,"Fürstenberg-Wolfach",1489,0,2
"360","0F0027",1443,"Fürstenberg-Wolfach",1489,0,2
"361","0F0027",1444,"Fürstenberg-Wolfach",1489,0,2
"362","0F0027",1445,"Fürstenberg-Wolfach",1489,0,2
"363","0F0027",1446,"Fürstenberg-Wolfach",1489,0,2
"364","0F0027",1447,"Fürstenberg-Wolfach",1489,0,2
"365","0F0027",1448,"Fürstenberg-Wolfach",1489,0,2
"366","0F0027",1449,"Fürstenberg-Wolfach",1489,0,2
"367","0F0027",1450,"Fürstenberg-Wolfach",1489,0,2
"368","0F0027",1451,"Fürstenberg-Wolfach",1489,0,2
"369","0F0027",1452,"Fürstenberg-Wolfach",1489,0,2
"370","0F0027",1453,"Fürstenberg-Wolfach",1489,0,2
"371","0F0027",1454,"Fürstenberg-Wolfach",1489,0,2
"372","0F0027",1455,"Fürstenberg-Wolfach",1489,0,2
"373","0F0027",1456,"Fürstenberg-Wolfach",1489,0,2
"374","0F0027",1457,"Fürstenberg-Wolfach",1489,0,2
"375","0F0027",1458,"Fürstenberg-Wolfach",1489,0,2
"376","0F0027",1459,"Fürstenberg-Wolfach",1489,0,2
"377","0F0027",1460,"Fürstenberg-Wolfach",1489,0,2
"378","0F0027",1461,"Fürstenberg-Wolfach",1489,0,2
"379","0F0027",1462,"Fürstenberg-Wolfach",1489,0,2
"380","0F0027",1463,"Fürstenberg-Wolfach",1489,0,2
"381","0F0027",1464,"Fürstenberg-Wolfach",1489,0,2
"382","0F0027",1465,"Fürstenberg-Wolfach",1489,0,2
"383","0F0027",1466,"Fürstenberg-Wolfach",1489,0,2
"384","0F0027",1467,"Fürstenberg-Wolfach",1489,0,2
"385","0F0027",1468,"Fürstenberg-Wolfach",1489,0,2
"386","0F0027",1469,"Fürstenberg-Wolfach",1489,0,2
"387","0F0027",1470,"Fürstenberg-Wolfach",1489,0,2
"388","0F0027",1471,"Fürstenberg-Wolfach",1489,0,2
"389","0F0027",1472,"Fürstenberg-Wolfach",1489,0,2
"390","0F0027",1473,"Fürstenberg-Wolfach",1489,0,2
"391","0F0027",1474,"Fürstenberg-Wolfach",1489,0,2
"392","0F0027",1475,"Fürstenberg-Wolfach",1489,0,2
"393","0F0027",1476,"Fürstenberg-Wolfach",1489,0,2
"394","0F0027",1477,"Fürstenberg-Wolfach",1489,0,2
"395","0F0027",1478,"Fürstenberg-Wolfach",1489,0,2
"396","0F0027",1479,"Fürstenberg-Wolfach",1489,0,2
"397","0F0027",1480,"Fürstenberg-Wolfach",1489,0,2
"398","0F0027",1481,"Fürstenberg-Wolfach",1489,0,2
"399","0F0027",1482,"Fürstenberg-Wolfach",1489,0,2
"400","0F0027",1483,"Fürstenberg-Wolfach",1489,0,2
"401","0F0027",1484,"Fürstenberg-Wolfach",1489,0,2
"402","0F0027",1485,"Fürstenberg-Wolfach",1489,0,2
"403","0F0027",1486,"Fürstenberg-Wolfach",1489,0,2
"404","0F0027",1487,"Fürstenberg-Wolfach",1489,0,2
"405","0F0027",1488,"Fürstenberg-Wolfach",1489,0,2
"406","0F0027",1489,"Fürstenberg-Wolfach",1489,1,2
"407","0F0028",1441,"Fürstenberg-Geisingen",1482,0,1
"408","0F0028",1442,"Fürstenberg-Geisingen",1482,0,1
"409","0F0028",1443,"Fürstenberg-Geisingen",1482,0,1
"410","0F0028",1444,"Fürstenberg-Geisingen",1482,0,1
"411","0F0028",1445,"Fürstenberg-Geisingen",1482,0,1
"412","0F0028",1446,"Fürstenberg-Geisingen",1482,0,1
"413","0F0028",1447,"Fürstenberg-Geisingen",1482,0,1
"414","0F0028",1448,"Fürstenberg-Geisingen",1482,0,1
"415","0F0028",1449,"Fürstenberg-Geisingen",1482,0,1
